transaction_id,date,time,day_of_week,is_weekend,product_id,product_name,category,sub_category,brand,store_section,quantity,unit_price,unit_cost,discount_pct,discount_amount,line_total,gross_profit,payment_method
3571F672,2026-01-01,12:26:20,Thursday,No,P009,Butter Croissant 4pk,Bakery,Pastry,La Boulange,Bakery Shelf,1,90.0,58.0,0.0,0.0,90.0,32.0,Card
246C5A5B,2026-01-01,12:41:21,Thursday,No,P030,Travel Shampoo 100ml,Personal Care,Hair Care,Dove,Personal Care,1,75.0,46.0,8.8,6.6,68.4,22.4,Cash
246C5A5B,2026-01-01,12:41:21,Thursday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,1,52.0,38.0,0.0,0.0,52.0,14.0,Cash
1D5762F8,2026-01-01,13:22:38,Thursday,No,P030,Travel Shampoo 100ml,Personal Care,Hair Care,Dove,Personal Care,1,75.0,46.0,0.0,0.0,75.0,29.0,Cash
05BB0FF5,2026-01-01,14:11:51,Thursday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,1,80.0,55.0,0.0,0.0,80.0,25.0,Wallet
05BB0FF5,2026-01-01,14:11:51,Thursday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,6.7,6.37,88.63,36.63,Wallet
09278B2E,2026-01-01,14:13:32,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,3,85.0,52.0,0.9,2.29,252.71,96.71,Card
09278B2E,2026-01-01,14:13:32,Thursday,No,P006,Cheese Slices 200g,Dairy,Cheese,Britannia,Refrigerated,2,95.0,68.0,0.0,0.0,190.0,54.0,Card
09278B2E,2026-01-01,14:13:32,Thursday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,1,180.0,110.0,1.5,2.7,177.3,67.3,Card
09278B2E,2026-01-01,14:13:32,Thursday,No,P033,Zip-lock Bags 30pk,Household,Storage,Ziploc,Household,1,95.0,58.0,7.7,7.32,87.68,29.68,Card
CF1E751C,2026-01-01,14:17:51,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,1,85.0,52.0,0.0,0.0,85.0,33.0,UPI
CF1E751C,2026-01-01,14:17:51,Thursday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,0.0,0.0,95.0,37.0,UPI
CF1E751C,2026-01-01,14:17:51,Thursday,No,P022,Rice Crackers 150g,Snacks,Crackers,Bingo,Snacks Aisle,2,55.0,33.0,0.0,0.0,110.0,44.0,UPI
C6172B14,2026-01-01,14:31:06,Thursday,No,P030,Travel Shampoo 100ml,Personal Care,Hair Care,Dove,Personal Care,1,75.0,46.0,2.7,2.02,72.98,26.98,Card
C6172B14,2026-01-01,14:31:06,Thursday,No,P010,Digestive Biscuits 250g,Bakery,Biscuits,McVitie's,Dry Goods,1,55.0,35.0,5.4,2.97,52.03,17.03,Card
637417AD,2026-01-01,14:39:42,Thursday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,0.0,0.0,45.0,18.0,Card
CB1CEB85,2026-01-01,14:46:03,Thursday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,0.0,0.0,65.0,25.0,UPI
CB1CEB85,2026-01-01,14:46:03,Thursday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,2,80.0,55.0,0.0,0.0,160.0,50.0,UPI
CB1CEB85,2026-01-01,14:46:03,Thursday,No,P026,Cherry Tomatoes 250g,Produce,Vegetables,Local,Produce,1,60.0,35.0,0.0,0.0,60.0,25.0,UPI
CB1CEB85,2026-01-01,14:46:03,Thursday,No,P022,Rice Crackers 150g,Snacks,Crackers,Bingo,Snacks Aisle,1,55.0,33.0,8.6,4.73,50.27,17.27,UPI
CB1CEB85,2026-01-01,14:46:03,Thursday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,3,70.0,44.0,0.0,0.0,210.0,78.0,UPI
8743F4AB,2026-01-01,14:56:40,Thursday,No,P025,Baby Spinach 150g,Produce,Leafy Green,Local,Produce,2,45.0,25.0,0.0,0.0,90.0,40.0,UPI
8743F4AB,2026-01-01,14:56:40,Thursday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,7.7,5.78,69.22,23.22,UPI
8743F4AB,2026-01-01,14:56:40,Thursday,No,P026,Cherry Tomatoes 250g,Produce,Vegetables,Local,Produce,1,60.0,35.0,0.0,0.0,60.0,25.0,UPI
F954E43A,2026-01-01,15:07:59,Thursday,No,P020,Dark Chocolate 70% 100g,Snacks,Chocolate,Amano,Snacks Aisle,1,95.0,58.0,0.0,0.0,95.0,37.0,Card
F954E43A,2026-01-01,15:07:59,Thursday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,2,70.0,44.0,7.7,10.78,129.22,41.22,Card
F954E43A,2026-01-01,15:07:59,Thursday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,1,80.0,55.0,0.0,0.0,80.0,25.0,Card
F954E43A,2026-01-01,15:07:59,Thursday,No,P037,Vitamin C Supplements 30s,Seasonal,Health,Himalaya,Personal Care,1,195.0,95.0,0.0,0.0,195.0,100.0,Card
F954E43A,2026-01-01,15:07:59,Thursday,No,P006,Cheese Slices 200g,Dairy,Cheese,Britannia,Refrigerated,2,95.0,68.0,4.2,7.98,182.02,46.02,Card
3A7ACABF,2026-01-01,15:27:52,Thursday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,2,70.0,44.0,2.4,3.36,136.64,48.64,UPI
C055544E,2026-01-01,16:53:40,Thursday,No,P037,Vitamin C Supplements 30s,Seasonal,Health,Himalaya,Personal Care,1,195.0,95.0,7.7,15.02,179.98,84.98,UPI
C055544E,2026-01-01,16:53:40,Thursday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,4,95.0,62.0,0.0,0.0,380.0,132.0,UPI
C055544E,2026-01-01,16:53:40,Thursday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,1,55.0,40.0,0.0,0.0,55.0,15.0,UPI
C055544E,2026-01-01,16:53:40,Thursday,No,P003,Paneer 200g,Dairy,Cheese,Amul,Refrigerated,2,85.0,60.0,0.0,0.0,170.0,50.0,UPI
99DD20DE,2026-01-01,17:23:14,Thursday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.0,0.0,75.0,29.0,Wallet
8B445AEF,2026-01-01,17:36:06,Thursday,No,P017,Almond Milk 1L,Beverages,Plant Milk,Epigamia,Refrigerated,3,130.0,85.0,10.2,39.78,350.22,95.22,Cash
BC878C62,2026-01-01,18:08:55,Thursday,No,P025,Baby Spinach 150g,Produce,Leafy Green,Local,Produce,1,45.0,25.0,0.0,0.0,45.0,20.0,Card
50D10B92,2026-01-01,18:20:15,Thursday,No,P020,Dark Chocolate 70% 100g,Snacks,Chocolate,Amano,Snacks Aisle,1,95.0,58.0,0.1,0.1,94.9,36.9,Cash
825A4102,2026-01-01,18:25:46,Thursday,No,P009,Butter Croissant 4pk,Bakery,Pastry,La Boulange,Bakery Shelf,2,90.0,58.0,0.0,0.0,180.0,64.0,Cash
825A4102,2026-01-01,18:25:46,Thursday,No,P035,Sunscreen SPF50 100ml,Seasonal,Summer Care,Neutrogena,Seasonal,1,395.0,180.0,0.0,0.0,395.0,215.0,Cash
F665AD74,2026-01-01,18:44:59,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,2,85.0,52.0,0.0,0.0,170.0,66.0,UPI
9E3DF892,2026-01-01,18:49:41,Thursday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,1,70.0,44.0,0.0,0.0,70.0,26.0,Cash
17D35F3D,2026-01-01,18:56:08,Thursday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,0.0,0.0,95.0,43.0,Cash
17D35F3D,2026-01-01,18:56:08,Thursday,No,P010,Digestive Biscuits 250g,Bakery,Biscuits,McVitie's,Dry Goods,1,55.0,35.0,2.6,1.43,53.57,18.57,Cash
17D35F3D,2026-01-01,18:56:08,Thursday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.9,1.08,118.92,46.92,Cash
17D35F3D,2026-01-01,18:56:08,Thursday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,1,180.0,110.0,0.0,0.0,180.0,70.0,Cash
EA897B6D,2026-01-01,19:11:39,Thursday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,2,52.0,38.0,0.0,0.0,104.0,28.0,UPI
EA897B6D,2026-01-01,19:11:39,Thursday,No,P020,Dark Chocolate 70% 100g,Snacks,Chocolate,Amano,Snacks Aisle,1,95.0,58.0,4.6,4.37,90.63,32.63,UPI
D6020F6F,2026-01-01,19:14:14,Thursday,No,P022,Rice Crackers 150g,Snacks,Crackers,Bingo,Snacks Aisle,1,55.0,33.0,0.0,0.0,55.0,22.0,Cash
4574B15F,2026-01-01,19:21:50,Thursday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,2,70.0,44.0,8.6,12.04,127.96,39.96,Wallet
4574B15F,2026-01-01,19:21:50,Thursday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.0,0.0,120.0,48.0,Wallet
4574B15F,2026-01-01,19:21:50,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,2,85.0,52.0,0.0,0.0,170.0,66.0,Wallet
67040CD5,2026-01-01,19:59:59,Thursday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,3,60.0,38.0,0.0,0.0,180.0,66.0,Cash
DCECFBD1,2026-01-01,20:17:48,Thursday,No,P006,Cheese Slices 200g,Dairy,Cheese,Britannia,Refrigerated,2,95.0,68.0,0.0,0.0,190.0,54.0,Wallet
DCECFBD1,2026-01-01,20:17:48,Thursday,No,P031,Dish Soap 500ml,Household,Cleaning,Vim,Household,1,85.0,52.0,0.0,0.0,85.0,33.0,Wallet
E4D9C90E,2026-01-01,20:28:07,Thursday,No,P002,Skimmed Milk 500ml,Dairy,Milk,Mother Dairy,Refrigerated,2,28.0,20.0,0.0,0.0,56.0,16.0,Cash
3C68920C,2026-01-01,20:29:09,Thursday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,0.0,0.0,95.0,43.0,Cash
491BDE6F,2026-01-01,20:55:40,Thursday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,3,95.0,62.0,0.0,0.0,285.0,99.0,Cash
491BDE6F,2026-01-01,20:55:40,Thursday,No,P010,Digestive Biscuits 250g,Bakery,Biscuits,McVitie's,Dry Goods,2,55.0,35.0,6.0,6.6,103.4,33.4,Cash
40409CC8,2026-01-01,20:57:22,Thursday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,9.7,6.3,58.7,18.7,Cash
EDDF1139,2026-01-01,21:26:34,Thursday,No,P015,Energy Drink 250ml,Beverages,Energy,Monster,Beverages Aisle,2,115.0,72.0,0.0,0.0,230.0,86.0,UPI
EDDF1139,2026-01-01,21:26:34,Thursday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.0,0.0,75.0,29.0,UPI
A9609C86,2026-01-01,21:50:29,Thursday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,0.0,0.0,95.0,43.0,Cash
A9609C86,2026-01-01,21:50:29,Thursday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.6,0.45,74.55,28.55,Cash
A9609C86,2026-01-01,21:50:29,Thursday,No,P010,Digestive Biscuits 250g,Bakery,Biscuits,McVitie's,Dry Goods,1,55.0,35.0,0.0,0.0,55.0,20.0,Cash
99E3BADF,2026-01-01,22:38:20,Thursday,No,P033,Zip-lock Bags 30pk,Household,Storage,Ziploc,Household,1,95.0,58.0,0.0,0.0,95.0,37.0,Wallet
99E3BADF,2026-01-01,22:38:20,Thursday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,0.0,0.0,95.0,37.0,Wallet
99E3BADF,2026-01-01,22:38:20,Thursday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,5.2,4.94,90.06,38.06,Wallet
99E3BADF,2026-01-01,22:38:20,Thursday,No,P029,Lip Balm SPF15,Personal Care,Lip Care,Carmex,Personal Care,1,65.0,38.0,2.7,1.75,63.25,25.25,Wallet
6EA1EC54,2026-01-02,06:05:01,Friday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,0.0,0.0,95.0,43.0,Cash
6EA1EC54,2026-01-02,06:05:01,Friday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,0.0,0.0,499.0,299.0,Cash
6EA1EC54,2026-01-02,06:05:01,Friday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,0.0,0.0,95.0,37.0,Cash
34D5DB4F,2026-01-02,07:03:35,Friday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.0,0.0,75.0,29.0,Cash
34D5DB4F,2026-01-02,07:03:35,Friday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,2.5,1.62,63.38,23.38,Cash
34D5DB4F,2026-01-02,07:03:35,Friday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,1,52.0,38.0,1.1,0.57,51.43,13.43,Cash
34D5DB4F,2026-01-02,07:03:35,Friday,No,P037,Vitamin C Supplements 30s,Seasonal,Health,Himalaya,Personal Care,1,195.0,95.0,0.0,0.0,195.0,100.0,Cash
CFF03E65,2026-01-02,07:04:15,Friday,No,P015,Energy Drink 250ml,Beverages,Energy,Monster,Beverages Aisle,2,115.0,72.0,7.0,16.1,213.9,69.9,UPI
CFF03E65,2026-01-02,07:04:15,Friday,No,P006,Cheese Slices 200g,Dairy,Cheese,Britannia,Refrigerated,1,95.0,68.0,0.0,0.0,95.0,27.0,UPI
CFF03E65,2026-01-02,07:04:15,Friday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,0.0,0.0,95.0,37.0,UPI
CFF03E65,2026-01-02,07:04:15,Friday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,0.0,0.0,65.0,25.0,UPI
617E11C7,2026-01-02,07:33:23,Friday,No,P029,Lip Balm SPF15,Personal Care,Lip Care,Carmex,Personal Care,1,65.0,38.0,4.4,2.86,62.14,24.14,UPI
617E11C7,2026-01-02,07:33:23,Friday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,1,80.0,55.0,1.2,0.96,79.04,24.04,UPI
1615FB7C,2026-01-02,08:01:20,Friday,No,P030,Travel Shampoo 100ml,Personal Care,Hair Care,Dove,Personal Care,1,75.0,46.0,2.4,1.8,73.2,27.2,Cash
1615FB7C,2026-01-02,08:01:20,Friday,No,P024,Bananas 6pk,Produce,Fruit,Local,Produce,1,40.0,22.0,0.0,0.0,40.0,18.0,Cash
1615FB7C,2026-01-02,08:01:20,Friday,No,P006,Cheese Slices 200g,Dairy,Cheese,Britannia,Refrigerated,1,95.0,68.0,0.0,0.0,95.0,27.0,Cash
1615FB7C,2026-01-02,08:01:20,Friday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,0.0,0.0,95.0,37.0,Cash
E14A36D5,2026-01-02,08:02:56,Friday,No,P017,Almond Milk 1L,Beverages,Plant Milk,Epigamia,Refrigerated,2,130.0,85.0,8.6,22.36,237.64,67.64,Card
731F4AA0,2026-01-02,08:10:50,Friday,No,P037,Vitamin C Supplements 30s,Seasonal,Health,Himalaya,Personal Care,1,195.0,95.0,0.0,0.0,195.0,100.0,Card
731F4AA0,2026-01-02,08:10:50,Friday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,1,180.0,110.0,5.0,9.0,171.0,61.0,Card
731F4AA0,2026-01-02,08:10:50,Friday,No,P029,Lip Balm SPF15,Personal Care,Lip Care,Carmex,Personal Care,1,65.0,38.0,0.0,0.0,65.0,27.0,Card
F8967557,2026-01-02,08:12:20,Friday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,1,60.0,38.0,9.8,5.88,54.12,16.12,Cash
F8967557,2026-01-02,08:12:20,Friday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,2,95.0,62.0,0.0,0.0,190.0,66.0,Cash
86BBBF9F,2026-01-02,08:14:30,Friday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,6.5,6.17,88.83,36.83,Cash
86BBBF9F,2026-01-02,08:14:30,Friday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,0.0,0.0,45.0,18.0,Cash
86BBBF9F,2026-01-02,08:14:30,Friday,No,P015,Energy Drink 250ml,Beverages,Energy,Monster,Beverages Aisle,1,115.0,72.0,1.2,1.38,113.62,41.62,Cash
86BBBF9F,2026-01-02,08:14:30,Friday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,1,55.0,40.0,0.0,0.0,55.0,15.0,Cash
BC52820D,2026-01-02,08:15:46,Friday,No,P022,Rice Crackers 150g,Snacks,Crackers,Bingo,Snacks Aisle,1,55.0,33.0,0.0,0.0,55.0,22.0,UPI
3758B0AF,2026-01-02,08:22:55,Friday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,1,80.0,55.0,0.0,0.0,80.0,25.0,UPI
3758B0AF,2026-01-02,08:22:55,Friday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,1,180.0,110.0,2.2,3.96,176.04,66.04,UPI
